20, 20, 7
12, 13, 11
6, 16, 13
7, 20, 11
12, 17, 8
18, 7, 1
8, 8, 8
11, 1, 20
3, 8, 5
10, 4, 8
16, 13, 5
10, 9, 17
6, 15, 15
5, 10, 9
7, 8, 19
1, 10, 15
8, 12, 18
15, 20, 20
1, 8, 4
1, 12, 5
14, 19, 2
17, 11, 11
18, 6, 18
13, 2, 19
11, 9, 10
16, 7, 5
12, 5, 5
13, 11, 19
6, 12, 16
18, 5, 19
1, 19, 1
8, 9, 20
6, 5, 15
2, 17, 13
7, 2, 6
5, 3, 5
1, 6, 3
17, 1, 15
13, 16, 4
14, 2, 12
13, 2, 7
6, 19, 20
2, 19, 5
8, 15, 6
11, 17, 18
11, 4, 11
17, 7, 18
12, 1, 13
3, 6, 3
4, 11, 2
16, 14, 15
13, 13, 20
5, 8, 7
16, 9, 6
2, 9, 9
14, 16, 14
3, 5, 2
13, 6, 4
14, 6, 7
20, 5, 3
10, 19, 14
9, 17, 17
1, 13, 4
6, 20, 10
14, 6, 10
3, 11, 5
6, 5, 15
5, 4, 5
12, 6, 13
15, 5, 1
17, 15, 2
4, 9, 18
15, 9, 2
4, 5, 13
17, 5, 14
1, 3, 9
3, 11, 12
12, 9, 1
18, 10, 16
13, 20, 16
20, 10, 9
5, 8, 18
5, 16, 4
2, 17, 8
3, 15, 3
5, 15, 3
11, 3, 4
11, 1, 1
9, 2, 14
13, 17, 3
4, 20, 9
8, 10, 15
13, 19, 18
14, 18, 4
7, 8, 17
13, 18, 5
15, 8, 20
17, 15, 14
11, 9, 16
9, 8, 1
13, 11, 6
12, 17, 3
10, 1, 10
2, 10, 10
11, 19, 14
2, 1, 7
11, 14, 7
15, 7, 3
4, 1, 14
11, 5, 13
19, 3, 6
10, 5, 10
3, 3, 14
9, 19, 9
15, 17, 1
20, 5, 16
5, 5, 12
15, 12, 15
6, 17, 8
5, 16, 18
19, 4, 8
10, 17, 7
2, 1, 17
4, 10, 17
16, 20, 14
8, 7, 16
2, 17, 2
7, 12, 9
10, 6, 6
11, 13, 4
12, 4, 2
10, 5, 19
4, 3, 15
4, 9, 17
7, 12, 19
16, 14, 14
20, 11, 12
12, 8, 10
15, 7, 19
16, 12, 8
8, 18, 10
19, 9, 14
7, 12, 1
8, 5, 8
5, 8, 7
10, 2, 18
17, 9, 19
17, 5, 2
1, 13, 6
17, 15, 4
3, 19, 5
16, 20, 18
8, 3, 1
20, 12, 4
15, 13, 3
8, 18, 6
11, 5, 5
14, 20, 8
5, 4, 12
18, 19, 4
3, 10, 7
19, 16, 5
20, 11, 9
17, 1, 16
15, 20, 18
13, 19, 17
14, 20, 5
13, 4, 2
2, 2, 2
17, 15, 3
11, 2, 12
16, 7, 20
20, 11, 6
18, 9, 10
19, 2, 8
4, 18, 9
17, 5, 8
7, 9, 16
7, 14, 11
1, 14, 9
12, 19, 15
17, 16, 8
5, 10, 19
13, 3, 16
6, 18, 15
8, 5, 6
17, 6, 4
19, 14, 6
17, 15, 3
11, 1, 16
6, 10, 5
18, 19, 13
5, 20, 12
1, 18, 20
3, 20, 14
12, 7, 17
10, 3, 13
14, 18, 16
4, 10, 6
14, 18, 6
20, 4, 7
3, 1, 2
14, 18, 8
15, 4, 6
12, 9, 19
12, 12, 12
5, 16, 20
12, 17, 20
20, 20, 16
7, 10, 4
11, 9, 18
7, 11, 9
2, 17, 12
2, 6, 16
8, 18, 20
2, 1, 10
20, 18, 3
8, 13, 14
15, 11, 5
8, 15, 1
6, 16, 8
20, 4, 1
17, 8, 15
4, 15, 4
1, 15, 16
10, 15, 10
2, 18, 1
3, 8, 18
18, 16, 11
12, 6, 9
20, 8, 1
10, 14, 4
3, 1, 10
17, 9, 14
16, 13, 3
3, 9, 18
6, 7, 17
12, 11, 1
10, 2, 17
10, 8, 8
9, 16, 9
9, 1, 16
8, 17, 19
9, 4, 10
7, 3, 18
9, 1, 9
1, 15, 15
19, 8, 20
11, 1, 17
10, 11, 13
11, 9, 7
10, 15, 5
10, 17, 12
6, 6, 8
11, 12, 10
18, 2, 1
8, 6, 16
9, 17, 12
3, 20, 14
19, 17, 11
7, 8, 2
16, 20, 13
15, 10, 18
7, 19, 14
8, 19, 7
6, 14, 20
14, 8, 13
5, 3, 7
13, 20, 3
16, 5, 11
5, 11, 6
1, 18, 11
12, 5, 6
18, 1, 8
11, 2, 8
8, 18, 2
5, 10, 4
11, 12, 3
15, 3, 16
19, 15, 5
18, 8, 13
9, 8, 8
19, 19, 20
15, 15, 2
10, 5, 12
16, 8, 12
8, 18, 9
16, 17, 8
7, 17, 10
20, 12, 20
2, 2, 1
17, 20, 17
7, 10, 14
7, 4, 17
9, 16, 11
18, 4, 11
5, 6, 19
16, 1, 1
11, 6, 8
15, 2, 9
6, 7, 8
15, 3, 13
2, 5, 4
11, 8, 20
3, 4, 16
7, 15, 17
3, 13, 19
19, 10, 7
6, 2, 18
5, 8, 6
17, 5, 11
9, 14, 10
1, 2, 16
3, 8, 7
4, 14, 9
5, 10, 17
11, 10, 19
15, 2, 3
17, 1, 12
8, 8, 7
6, 1, 12
5, 15, 20
10, 3, 15
12, 8, 1
13, 3, 14
15, 16, 19
1, 20, 10
11, 10, 15
1, 3, 17
12, 2, 20
11, 13, 20
1, 19, 18
12, 8, 14
6, 18, 12
11, 3, 9
20, 2, 2
14, 2, 6
8, 1, 18
6, 20, 15
8, 20, 11
17, 5, 13
5, 4, 8
5, 2, 15
2, 6, 7
8, 10, 3
4, 12, 13
11, 3, 1
18, 16, 14
14, 18, 1
15, 10, 13
5, 3, 9
1, 20, 15
20, 1, 8
7, 2, 3
11, 7, 19
20, 17, 11
16, 7, 9
4, 1, 5
8, 8, 14
2, 19, 5
1, 6, 6
2, 14, 10
18, 20, 7
9, 12, 3
1, 7, 8
10, 11, 3
3, 19, 17
6, 10, 4
15, 8, 9
19, 16, 15
18, 1, 9
14, 5, 4
14, 7, 3
10, 20, 6
16, 6, 14
10, 1, 4
14, 13, 2
8, 1, 20
3, 5, 8
20, 2, 19
15, 4, 2
4, 20, 9
19, 18, 12
10, 17, 7
10, 4, 13
3, 19, 10
4, 12, 4
7, 11, 11
12, 3, 2
8, 6, 12
4, 16, 10
3, 6, 2
18, 4, 8
4, 7, 4
8, 3, 1
9, 5, 15
17, 4, 4
20, 8, 11
6, 7, 5
17, 7, 6
4, 2, 6
6, 2, 2
3, 13, 16
12, 17, 1
14, 5, 19
1, 9, 18
8, 20, 11
3, 20, 4
7, 19, 10
11, 16, 2
14, 7, 11
4, 3, 2
15, 11, 17
11, 8, 15
19, 20, 2
4, 7, 9
11, 10, 10
20, 18, 3
17, 18, 5
18, 7, 19
2, 18, 8
4, 10, 3
12, 16, 8
15, 13, 17
15, 12, 7
6, 2, 16
20, 2, 20
8, 4, 8
13, 20, 16
16, 18, 12
7, 11, 3
4, 3, 5
18, 20, 14
13, 14, 16
2, 14, 19
7, 18, 16
3, 14, 10
5, 18, 14
19, 8, 18
5, 20, 17
4, 9, 15
13, 3, 18
2, 11, 9
18, 13, 1
2, 16, 7
12, 16, 1
12, 6, 10
12, 16, 1
7, 6, 13
19, 12, 11
18, 3, 15
13, 11, 8
7, 19, 8
13, 20, 3
14, 11, 12
7, 11, 1
14, 15, 1
9, 18, 6
4, 18, 1
9, 13, 17
12, 3, 1
3, 4, 9
2, 7, 14
1, 13, 10
17, 2, 12
20, 6, 19
17, 9, 1
18, 17, 11
7, 13, 5
12, 1, 8
1, 2, 11
13, 18, 17
6, 9, 18
10, 14, 20
9, 1, 8
1, 10, 10
18, 2, 3
3, 14, 13
6, 2, 8
18, 10, 2
9, 17, 9
15, 3, 8
5, 20, 1
2, 20, 10
4, 2, 3
12, 17, 1
20, 16, 2
19, 10, 11
15, 14, 19
4, 1, 8
16, 1, 19
11, 18, 5
12, 14, 2
20, 18, 3
1, 4, 10
2, 8, 12
16, 12, 9
18, 7, 4
1, 5, 5
15, 15, 3
10, 16, 12
12, 17, 6
15, 2, 14
17, 10, 8
20, 7, 7
2, 7, 5
8, 8, 18
4, 15, 10
13, 17, 12
13, 12, 3
2, 20, 17
14, 12, 16
13, 4, 3
8, 6, 6
5, 11, 18
16, 6, 7
15, 5, 7
18, 10, 9
20, 17, 10
17, 6, 7
20, 17, 5
4, 8, 6
12, 19, 3
20, 18, 1
17, 16, 11
6, 8, 15
7, 14, 9
18, 13, 7
6, 4, 12
15, 4, 7
8, 15, 18
7, 13, 9
2, 17, 14
4, 4, 2
19, 4, 6
11, 6, 1
4, 11, 8
14, 11, 3
5, 3, 7
8, 19, 1
16, 19, 16
4, 1, 5
3, 19, 8
6, 7, 18
17, 14, 9
6, 17, 16
7, 13, 14
18, 9, 13
19, 2, 20
5, 10, 2
4, 13, 10
7, 9, 10
2, 10, 5
20, 11, 20
20, 6, 19
10, 12, 18
5, 6, 20
16, 18, 3
8, 3, 5
4, 17, 17
4, 19, 10
13, 4, 17
8, 4, 10
3, 15, 1
19, 13, 14
11, 12, 11
15, 20, 16
1, 10, 13
12, 13, 15
17, 3, 18
1, 10, 20
17, 8, 16
6, 11, 15
15, 20, 15
17, 1, 9
13, 19, 14
17, 1, 12
17, 14, 2
3, 17, 7
6, 4, 4
16, 13, 2
9, 8, 1
7, 10, 6
9, 6, 7
6, 13, 4
18, 4, 17
3, 9, 15
10, 20, 12
10, 6, 5
16, 5, 1
16, 3, 16
17, 7, 8
9, 13, 5
11, 4, 7
1, 6, 14
1, 3, 13
15, 1, 15
10, 20, 5
13, 14, 18
12, 14, 16
11, 11, 14
1, 10, 2
6, 6, 13
16, 11, 7
15, 10, 2
20, 7, 17
17, 18, 7
8, 1, 18
13, 8, 14
20, 12, 12
15, 8, 12
15, 17, 8
10, 3, 19
15, 3, 3
12, 8, 7
10, 11, 18
2, 13, 7
1, 1, 15
14, 3, 20
4, 5, 3
10, 13, 10
17, 18, 19
4, 20, 2
7, 13, 1
7, 19, 20
20, 10, 7
10, 6, 5
9, 16, 11
19, 16, 12
8, 5, 17
3, 15, 14
20, 19, 14
10, 13, 8
12, 13, 18
10, 14, 11
13, 10, 16
11, 12, 6
18, 3, 17
1, 11, 8
10, 5, 5
3, 16, 15
1, 18, 11
12, 19, 15
11, 7, 11
15, 8, 18
15, 7, 5
16, 11, 3
2, 17, 13
19, 8, 5
20, 8, 13
19, 6, 3
7, 8, 3
15, 8, 16
11, 8, 5
16, 5, 17
6, 19, 15
17, 15, 18
13, 7, 4
16, 10, 9
3, 17, 15
4, 3, 7
3, 6, 15
5, 1, 19
16, 17, 16
17, 3, 16
18, 9, 1
6, 8, 9
2, 2, 3
17, 13, 15
6, 5, 18
6, 18, 2
12, 11, 4
11, 3, 13
5, 12, 4
11, 20, 11
3, 13, 14
10, 10, 17
9, 19, 12
16, 4, 7
15, 5, 1
18, 19, 6
8, 18, 20
2, 3, 12
8, 19, 3
7, 20, 15
4, 3, 11
19, 3, 15
14, 4, 3
9, 1, 17
5, 1, 7
17, 10, 4
4, 14, 2
5, 11, 8
1, 13, 19
6, 6, 4
20, 8, 1
2, 11, 18
4, 11, 8
11, 13, 20
3, 6, 10
1, 15, 16
2, 10, 18
9, 19, 1
6, 20, 14
19, 15, 11
7, 14, 1
20, 7, 13
7, 6, 4
19, 9, 11
18, 2, 5
15, 5, 2
9, 18, 9
2, 20, 19
10, 5, 20
12, 17, 7
9, 10, 10
8, 18, 13
11, 6, 10
19, 19, 6
8, 3, 16
4, 14, 14
2, 17, 15
20, 3, 7
20, 14, 13
3, 7, 9
1, 10, 3
18, 9, 9
17, 1, 13
9, 7, 7
15, 16, 19
16, 7, 18
6, 7, 8
6, 19, 15
10, 5, 11
5, 18, 1
9, 7, 3
3, 3, 13
14, 14, 7
6, 5, 14
20, 6, 6
14, 3, 17
2, 16, 16
10, 18, 12
8, 20, 19
8, 4, 12
17, 4, 14
20, 6, 14
8, 17, 14
12, 14, 14
15, 6, 3
2, 3, 5
6, 8, 16
12, 16, 2
15, 20, 6
14, 16, 4
8, 6, 7
15, 16, 3
12, 8, 8
8, 10, 6
17, 10, 12
9, 7, 7
1, 7, 6
11, 15, 4
12, 9, 13
18, 12, 17
19, 3, 10
3, 20, 11
13, 3, 6
5, 1, 4
7, 8, 13
16, 3, 3
20, 1, 6
14, 13, 10
18, 3, 2
14, 5, 14
17, 9, 19
3, 19, 20
9, 5, 6
8, 10, 7
3, 2, 5
7, 14, 1
8, 19, 9
15, 15, 6
6, 20, 5
13, 17, 12
6, 2, 1
5, 14, 16
14, 4, 2
14, 1, 16
19, 3, 4
2, 15, 6
3, 6, 20
20, 14, 14
1, 4, 3
8, 18, 2
16, 13, 6
7, 17, 15
15, 12, 11
6, 17, 2
11, 3, 19
16, 4, 15
5, 17, 6
10, 1, 3
1, 3, 10
17, 19, 9
15, 19, 5
15, 17, 8
7, 10, 19
19, 9, 6
10, 11, 12
17, 15, 3
17, 12, 5
18, 13, 10
14, 11, 19
14, 10, 14
3, 1, 4
19, 17, 2
19, 7, 3
20, 7, 12
8, 13, 5
7, 6, 4
19, 20, 15
19, 15, 13
11, 9, 15
4, 15, 7
